rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
2728,4,8.1,8.73,0.58,34.9
1095,2,3.2,4.93,0.58,77.0
1298,1,19.7,8.44,0.86,59.3
2492,5,16.9,8.07,0.46,24.6
1586,2,6.7,8.46,0.72,57.2
1673,2,17.5,7.71,0.66,45.2
1658,1,8.5,7.13,0.65,62.8
2043,5,15.0,9.19,0.8,36.4
1641,7,12.9,9.22,0.89,29.5
1879,1,22.5,8.31,0.65,45.3
1447,1,16.9,6.03,0.58,51.5
2046,4,8.4,9.19,0.72,28.9
2019,1,8.3,5.38,0.51,63.3
3128,1,9.6,8.31,0.81,50.3
1533,2,4.8,5.73,0.99,78.0
1671,4,9.4,6.79,0.66,56.3
1967,5,12.6,7.63,0.74,53.5
2475,3,13.8,7.68,0.96,48.7
1035,2,4.5,7.2,0.76,67.2
1872,2,4.8,8.19,0.69,38.6
500,2,6.0,5.4,0.66,82.9
1609,3,16.1,7.3,0.58,44.4
2550,5,8.1,7.21,0.48,36.2
1291,5,18.5,10.4,0.5,24.3
1923,2,0.0,6.64,0.63,60.7
1429,1,8.3,6.77,0.74,68.9
1198,0,0.0,5.95,0.66,82.8
2480,3,10.5,8.73,0.57,37.7
1068,4,15.3,7.08,0.49,48.3
2005,10,18.8,9.47,0.6,3.0
2015,4,14.1,6.96,0.51,34.7
1203,4,10.0,9.43,0.64,38.8
1908,3,13.9,7.94,0.61,37.1
1145,3,14.0,7.93,0.91,44.9
2165,2,7.1,8.01,0.73,51.0
879,2,14.9,7.07,0.73,63.0
1562,2,10.9,6.47,0.8,69.2
1623,4,12.9,7.78,0.94,46.8
2579,3,13.4,7.66,0.65,34.7
1898,3,14.0,7.01,0.45,45.4
2468,3,12.2,10.47,0.54,19.1
2188,2,13.8,7.13,0.61,54.8
2183,3,18.9,9.18,0.54,32.8
1567,4,11.1,8.2,0.49,46.2
2514,0,2.9,4.43,0.89,84.9
1550,1,15.4,7.63,0.84,68.5
589,4,10.5,8.42,0.77,59.3
1649,2,15.0,5.49,0.51,54.0
2117,5,21.7,8.34,0.64,22.2
675,0,12.6,6.77,0.8,87.8
1180,5,13.6,9.25,0.48,30.6
938,1,6.2,9.41,0.66,58.3
2350,4,20.0,8.42,0.51,32.7
2971,3,15.7,9.66,0.54,21.5
1653,1,6.8,6.76,0.44,56.3
2172,1,18.8,6.8,0.49,42.4
2153,4,5.1,6.64,0.64,51.9
2887,1,6.6,8.25,0.65,45.2
1343,2,14.4,7.71,0.95,60.5
1646,0,5.5,5.95,0.97,93.3
1561,1,6.2,5.73,0.89,77.8
1852,0,11.5,6.05,1.0,85.6
3553,4,8.0,7.99,0.72,30.1
1821,1,10.8,7.55,0.54,61.2
1201,2,5.2,7.26,0.62,56.4
991,3,10.1,6.99,0.77,64.1
2676,3,12.5,8.11,0.77,42.3
1198,0,10.5,6.11,0.73,81.3
2264,2,4.4,10.12,0.85,38.5
1324,4,8.2,8.19,0.41,35.2
913,3,12.0,8.4,0.65,59.0
2223,4,11.1,6.45,0.45,34.3
1358,2,18.4,5.77,0.73,62.4
2097,5,19.0,6.7,0.49,25.6
2149,4,14.5,8.27,0.58,32.4
2182,5,11.9,9.27,0.76,31.0
1612,0,10.7,7.66,0.73,59.5
2280,2,15.1,8.03,0.24,27.9
1154,2,11.7,6.17,0.52,48.6
500,1,8.9,6.22,0.77,77.4
2294,3,17.1,8.43,0.99,39.4
1915,11,19.1,10.17,0.45,0.0
1372,3,9.4,7.71,0.56,54.5
770,0,10.6,7.89,0.66,67.4
500,1,10.4,6.19,0.64,75.8
1836,7,18.9,10.87,0.67,12.7
2954,2,4.3,8.21,0.54,27.8
1703,2,8.6,5.81,0.61,68.5
1547,3,13.6,9.42,0.72,39.1
1782,5,16.7,9.45,0.75,29.9
3325,6,21.0,8.01,0.61,12.0
2326,2,12.3,6.97,0.66,46.5
1146,1,12.5,7.29,0.53,53.2
1819,1,2.6,4.95,0.52,65.6
2032,4,8.4,7.54,0.8,46.2
1060,5,18.4,7.75,0.51,33.9
2331,1,12.6,6.61,0.96,65.5
1227,0,0.5,6.05,0.73,83.5
742,2,7.1,7.12,0.84,79.7
1853,2,16.7,8.16,0.43,36.3
1742,1,12.6,7.86,0.63,60.7
1799,2,9.2,8.78,0.56,40.4
1264,2,12.5,8.49,0.9,54.9
1362,4,13.3,7.05,0.77,58.7
2589,5,11.4,9.96,0.41,5.5
2108,1,6.1,5.01,0.76,69.1
1130,3,20.1,9.66,0.48,49.7
500,3,8.7,8.18,0.71,66.5
1159,6,16.2,9.1,0.89,49.4
1910,6,6.2,7.95,0.84,45.0
1357,2,22.7,8.95,0.52,37.0
1303,4,22.8,7.21,0.48,38.0
1387,3,7.4,8.7,0.6,53.3
1749,5,19.6,9.59,1.0,31.3
2349,3,17.7,8.25,0.67,37.1
1799,6,12.6,9.68,0.44,10.6
1843,1,12.8,9.94,0.59,41.3
1642,3,5.3,6.3,0.78,60.1
1450,3,12.1,8.06,0.77,52.3
2425,4,15.7,8.64,0.46,31.7
2319,4,14.2,9.12,0.61,21.8
3231,3,12.7,9.21,0.42,11.1
2227,1,7.1,8.66,0.65,47.3
1451,3,12.8,6.69,0.4,51.5
1166,2,13.7,9.22,0.59,46.3
2467,1,2.5,7.29,0.77,58.1
1229,3,11.7,5.71,0.83,77.0
2366,3,16.1,7.94,0.77,39.8
1268,3,23.7,8.86,0.72,36.1
2044,4,24.6,9.96,0.87,24.4
1058,5,11.4,8.41,0.55,41.3
2345,3,13.9,8.03,0.77,41.3
936,3,13.5,8.88,0.75,61.2
1991,3,1.3,8.65,0.81,42.9
1661,2,6.8,7.03,0.53,59.7
1871,1,2.1,5.95,0.63,62.6
1522,1,7.9,5.5,0.72,76.3
1506,2,10.9,7.38,0.83,67.3
1908,3,9.9,10.28,0.68,40.7
1098,1,8.8,9.42,0.45,51.5
1094,1,6.5,5.31,0.87,84.7
1549,4,13.7,9.41,0.53,33.0
1521,2,10.0,7.47,0.72,54.0
1096,2,5.0,7.76,0.79,52.0
2446,3,24.0,12.51,0.42,4.0
1565,3,13.2,9.51,0.32,24.1
1641,7,21.0,12.07,0.51,0.0
870,2,6.4,5.99,0.83,80.6
3250,5,11.9,7.2,0.61,21.9
3498,1,7.8,7.69,0.67,39.1
1253,3,17.5,10.67,0.77,44.2
2658,4,9.3,10.56,0.85,38.2
1735,0,5.1,6.21,0.79,83.1
2922,4,5.9,9.59,0.87,36.5
2035,2,15.8,8.47,0.53,39.9
1869,3,3.5,6.29,0.36,53.3
500,2,0.0,6.96,0.51,71.9
1184,1,11.1,8.73,0.83,61.5
1814,2,6.3,8.46,0.58,44.9
1939,4,15.6,7.23,0.67,46.1
949,1,9.7,4.66,0.71,81.4
1289,3,5.9,9.61,0.71,48.3
2187,3,8.5,9.06,0.83,39.4
831,2,6.2,8.65,0.67,69.8
1893,3,7.9,10.37,0.85,44.9
2666,3,3.7,6.85,0.43,37.4
2069,1,7.6,7.94,0.74,58.7
2034,6,18.8,9.57,0.88,28.3
500,3,23.1,8.0,0.83,66.3
1224,5,12.2,8.34,0.71,41.8
3237,1,9.4,7.48,0.67,43.6
1380,1,6.9,6.44,0.8,72.2
2685,6,12.0,10.25,0.72,3.8
1372,7,13.0,9.52,0.53,24.1
1605,1,9.5,8.44,0.94,75.2
2160,5,20.0,8.37,0.6,21.0
1870,3,12.4,8.88,0.78,44.3
2067,3,10.7,6.79,0.86,62.5
1227,2,12.6,6.49,0.53,59.2
1004,4,11.2,8.0,0.88,62.7
1179,5,13.5,8.53,0.59,41.3
1427,3,16.7,8.66,0.39,37.4
1639,1,15.1,8.98,0.87,52.9
2526,3,8.7,9.81,0.46,20.3
1861,1,13.3,7.44,0.95,63.6
2139,0,6.1,9.08,0.49,41.9
1899,3,4.2,7.16,0.42,43.6
1019,0,12.9,6.65,0.59,67.7
1812,3,9.8,7.89,0.54,43.6
1891,3,15.0,9.16,0.64,43.4
2331,4,4.5,8.25,0.3,25.1
1051,5,13.7,8.74,0.63,34.1
500,5,10.1,8.68,0.52,38.4
1923,4,19.9,10.74,0.44,21.1
2047,3,10.1,7.92,0.68,54.5
1674,2,14.6,8.52,0.91,54.0
1819,4,14.6,8.44,0.83,45.1
2415,3,8.9,8.87,0.71,48.7
1478,2,15.2,6.05,0.63,54.9
1604,7,15.9,11.25,0.34,8.4
1855,1,11.7,6.59,0.54,56.3
946,4,14.2,6.82,0.86,63.6
1693,2,12.4,10.31,0.75,37.9
1755,1,11.4,8.46,0.71,49.4
2945,5,17.4,9.51,0.64,12.2
1591,5,16.5,7.58,0.4,28.4
1940,0,8.5,7.87,0.82,63.8
2443,1,11.9,7.54,0.65,45.5
1213,3,12.4,8.73,0.47,35.7
2763,5,16.0,12.23,0.54,3.1
3034,3,0.0,7.81,0.69,35.9
1779,1,2.2,7.37,0.72,77.9
1422,5,18.0,8.34,0.74,40.4
2938,2,10.9,7.28,0.56,44.6
2356,0,0.0,7.54,0.79,66.9
1857,3,11.5,7.4,0.58,42.2
2798,0,8.9,7.69,0.72,49.1
2724,7,22.4,11.47,0.74,4.4
1564,4,13.1,8.93,0.73,36.8
1974,2,16.9,6.06,0.77,62.8
2203,3,14.4,6.26,0.92,56.0
1820,4,11.1,8.09,0.44,29.8
826,1,4.6,5.33,0.75,88.3
1143,1,8.9,9.47,0.59,53.0
849,3,14.2,8.18,0.32,46.1
2145,3,17.4,8.16,0.63,40.3
970,0,8.9,5.49,0.86,90.6
1934,3,11.6,9.75,0.42,17.2
3082,3,2.3,6.83,0.68,46.9
2799,1,13.6,6.92,0.82,56.1
513,1,14.5,6.29,0.67,85.7
904,0,6.4,7.68,0.53,69.7
1256,0,11.6,8.13,0.97,68.4
981,0,6.4,6.01,0.47,82.8
642,1,8.4,9.42,0.72,59.9
1792,1,9.5,8.45,0.5,46.0
2293,3,7.3,7.24,0.82,55.7
2467,2,19.6,7.05,0.83,47.5
1467,1,4.5,4.85,0.73,75.7
1609,6,10.0,8.48,0.46,27.9
2048,4,16.7,7.46,0.83,41.5
1724,4,13.9,8.77,0.65,28.5
2367,5,13.0,8.37,0.41,19.8
2101,1,7.0,3.97,0.76,72.2
1536,2,9.5,8.44,0.55,44.5
500,1,5.0,6.67,0.54,69.9
2849,1,19.1,7.45,0.55,36.0
1319,4,7.8,9.25,0.79,57.2
2050,3,6.0,8.29,0.52,36.2
500,4,14.4,8.38,0.41,56.1
1792,1,19.1,8.68,0.63,49.9
1870,5,22.1,10.66,0.97,23.7
1904,3,16.3,9.77,0.69,33.9
3909,2,10.2,9.3,0.86,28.4
1358,5,14.9,8.52,0.79,44.6
2374,3,0.8,8.35,0.88,51.3
2166,2,21.0,7.24,0.8,47.7
1324,1,13.1,7.01,0.8,69.2
2363,2,20.9,8.16,0.6,38.6
1684,2,11.3,6.3,0.69,59.0
2412,3,14.4,10.5,0.62,19.5
3172,2,15.5,8.66,0.63,30.8
1905,1,0.0,5.47,0.75,75.2
1603,4,11.4,6.08,0.71,51.7
2536,4,14.6,7.13,0.59,34.8
2777,3,21.9,8.46,0.48,23.2
1181,0,14.5,7.83,0.77,68.8
1482,1,13.5,6.43,0.75,67.0
2272,3,12.6,9.02,0.64,35.5
1707,3,11.0,10.02,0.76,52.6
1131,0,1.9,5.86,0.97,96.8
2178,5,18.4,10.76,0.55,19.5
2270,3,10.3,6.79,0.76,61.7
1565,2,9.1,7.93,0.87,55.6
1842,1,11.6,6.9,0.77,65.3
1396,0,5.5,6.81,0.91,78.3
1033,2,16.5,8.56,0.53,50.2
1452,2,10.4,6.96,0.68,54.5
1851,1,6.4,5.46,0.71,74.2
767,3,12.0,6.3,0.55,63.3
1503,2,14.1,6.27,0.73,63.1
1861,4,9.2,8.09,0.76,48.3
2636,3,9.5,8.47,0.67,29.2
1581,4,16.4,6.83,0.5,37.5
927,0,12.1,6.63,0.95,87.0
1653,2,4.2,6.37,0.68,63.5
1403,4,14.1,8.43,0.45,40.5
2186,0,13.6,8.39,0.71,51.7
1563,4,0.0,7.57,0.49,53.5
500,5,19.2,8.96,0.63,39.6
4384,3,20.7,10.05,0.64,1.2
1899,2,12.0,8.01,0.68,50.5
1862,7,11.8,8.66,0.36,13.6
721,3,12.6,8.17,0.64,56.6
774,1,9.0,8.52,0.73,68.1
1735,2,2.7,6.46,0.59,63.6
2035,3,1.1,6.62,0.75,54.1
2291,4,7.5,10.99,0.71,26.5
1966,3,1.3,5.78,0.62,54.8
969,0,5.1,5.7,0.93,96.0
500,2,6.0,6.33,0.65,75.9
1729,3,7.8,9.13,0.5,36.3
1426,4,10.2,8.05,0.65,51.5
916,1,11.3,6.73,0.69,74.1
2379,3,10.9,11.27,0.84,40.5
697,3,3.0,7.65,0.68,52.1
2231,2,10.6,7.7,0.91,60.4
812,3,18.7,9.68,0.66,38.4
1893,3,16.8,8.1,0.56,40.2
2453,3,11.8,9.28,0.62,35.7
1563,3,13.5,7.56,0.89,64.6
2982,5,28.4,9.8,0.65,11.4
3142,4,11.5,10.12,0.56,9.6
1966,7,18.1,11.31,0.49,0.0
2178,4,14.5,10.81,0.49,9.1
2542,4,8.4,9.19,0.52,26.1
2181,4,17.1,9.3,0.65,25.7
2106,0,1.6,8.44,0.56,48.7
1433,1,4.1,6.01,1.0,82.0
618,3,9.7,9.09,0.71,61.3
826,3,7.1,8.41,0.79,63.7
3467,3,11.8,10.21,0.72,29.5
2025,2,6.3,7.18,0.68,57.1
1628,2,13.0,9.39,0.96,45.6
2684,6,15.0,9.16,0.48,16.1
1275,2,11.0,7.83,0.73,57.8
2208,3,10.0,9.72,0.66,33.5
1854,2,14.1,8.65,0.91,50.8
2122,2,2.0,9.04,0.91,56.7
1564,3,7.7,6.21,0.81,65.8
1124,3,13.3,6.98,0.73,57.3
1223,1,3.0,5.93,0.93,81.8
1251,2,7.5,7.19,0.67,61.9
1797,4,16.7,10.48,0.86,37.2
710,5,18.8,7.84,0.8,47.5
926,2,7.1,7.32,0.72,70.3
1894,9,23.7,8.62,0.55,10.9
1710,3,12.7,10.78,0.58,28.8
1933,5,10.8,7.72,0.55,39.5
1768,2,11.4,8.18,0.76,61.8
3563,4,21.8,10.49,0.72,11.1
1888,3,17.4,7.96,0.69,30.9
1534,1,9.5,6.68,0.55,67.1
1870,5,21.1,10.81,0.69,23.7
2513,0,12.7,5.67,0.82,66.0
1765,2,2.4,7.84,0.7,61.2
2279,2,5.3,6.59,0.63,52.2
2077,3,5.5,8.66,0.64,35.7
1596,2,5.8,7.31,1.0,66.0
1877,6,9.4,10.96,0.51,8.4
2919,4,11.1,8.37,0.59,33.8
1970,3,13.5,8.73,0.59,44.0
1109,3,9.4,6.27,0.78,78.8
1576,4,10.8,10.22,0.74,38.6
500,1,11.3,7.53,0.71,70.8
1896,5,16.7,9.85,0.61,27.6
2718,2,9.8,10.57,0.47,19.3
861,1,10.2,4.69,0.76,96.9
1904,3,0.0,8.09,0.61,45.3
2489,0,10.5,7.77,0.83,56.4
2563,5,15.7,7.0,0.27,18.9
2695,2,18.0,7.38,0.57,46.3
500,4,15.0,6.9,0.7,54.3
2153,6,18.4,8.73,0.54,23.7
746,3,2.0,5.8,0.74,75.9
1101,1,3.1,6.3,0.53,78.6
2374,4,14.4,8.73,0.56,28.9
1910,2,12.0,6.6,0.68,55.4
2308,0,5.3,7.13,1.0,77.2
1149,1,4.6,6.27,0.66,71.4
2831,4,11.1,11.0,0.73,9.3
2281,2,2.6,9.56,0.78,49.1
2422,3,6.8,8.7,0.44,23.2
1043,4,15.7,8.6,0.78,57.8
2619,9,11.0,10.07,0.77,12.2
1578,2,15.5,7.83,0.44,41.3
1372,2,10.5,6.82,0.62,60.1
2237,3,13.6,10.11,0.49,21.2
2208,2,9.4,6.46,0.79,57.7
1207,0,7.7,3.5,1.0,100.0
3239,2,5.2,8.48,0.83,56.2
3070,1,15.3,8.68,0.51,34.1
2223,2,11.7,9.94,0.82,44.0
2101,6,25.5,9.51,0.82,21.2
2030,4,17.6,9.67,0.41,26.2
715,1,6.7,6.75,0.79,82.0
1878,3,5.2,9.13,0.62,49.6
1869,2,13.2,8.78,0.27,32.0
1396,1,11.4,8.09,0.83,67.4
1583,1,4.0,5.79,0.88,77.6
500,4,11.3,6.65,0.48,59.4
1031,0,4.7,6.74,0.97,84.0
2445,4,11.0,9.19,0.75,32.5
3011,1,9.1,8.31,1.0,56.9
1139,5,12.2,7.46,0.56,42.6
1927,2,16.2,9.22,0.51,37.1
2568,4,9.4,8.91,0.61,31.5
1435,5,10.1,9.25,0.56,33.6
2273,2,7.5,7.8,0.52,43.0
1776,2,15.5,9.92,0.58,29.0
2633,1,13.8,8.1,0.81,52.9
902,3,15.4,7.69,0.62,59.8
1026,1,7.6,5.05,0.38,69.8
1995,1,6.7,6.96,0.6,56.6
1867,5,16.9,11.47,0.71,27.3
1760,2,7.6,6.83,0.52,60.1
2203,3,14.5,9.3,0.75,33.9
1148,3,14.0,7.33,0.48,54.6
841,0,8.2,5.96,0.86,83.4
1449,5,32.3,8.83,0.68,29.2
1528,5,14.1,8.11,0.45,36.4
1601,6,23.8,10.25,0.41,14.9
2688,1,15.3,6.38,0.94,68.7
2339,3,11.8,9.21,0.47,32.8
2173,3,9.8,8.11,0.47,29.7
1955,6,9.3,8.59,0.6,25.8
1496,4,16.1,10.1,0.76,36.5
1202,3,15.7,8.3,0.58,53.1
961,4,10.1,7.58,0.62,55.7
1313,3,9.0,7.77,0.65,57.2
1769,4,8.5,8.73,0.59,38.8
991,5,17.5,8.14,0.63,41.2
1918,1,15.7,7.76,1.0,62.8
1663,2,5.6,6.76,0.82,70.7
1521,1,4.6,8.02,0.68,63.7
2613,3,10.9,7.56,0.59,37.3
500,3,15.7,8.93,0.72,53.9
1531,5,16.5,9.17,0.76,36.0
500,1,15.1,4.47,0.68,80.5
1966,3,0.0,9.74,0.83,40.0
2333,3,9.3,7.87,0.55,35.9
854,2,15.8,6.67,0.75,72.9
943,2,18.8,8.15,0.56,55.4
611,0,7.0,5.8,0.74,87.6
1844,3,9.0,6.37,0.81,56.7
1561,2,6.1,7.57,0.64,54.7
1604,4,16.4,8.22,0.57,25.3
1542,5,20.0,9.09,0.63,20.7
1118,2,12.1,6.6,0.7,70.0
2592,0,0.0,6.94,0.75,63.2
1990,1,11.2,9.88,0.71,52.0
970,6,12.7,9.93,0.79,38.2
1309,1,11.6,5.38,0.6,71.2
1189,2,10.8,8.62,0.79,50.1
2784,4,19.2,10.17,0.76,22.7
2297,1,9.8,7.34,0.62,57.5
1711,2,10.0,8.79,0.83,58.6
2995,4,12.4,10.45,0.82,11.4
2816,3,19.3,9.2,0.55,20.1
1638,1,7.0,7.23,0.51,61.0
1512,4,16.8,8.1,0.67,44.5
1546,2,13.2,8.23,0.65,38.8
1133,5,15.3,7.25,0.74,31.7
3013,8,18.6,12.71,0.2,0.0
1095,4,13.1,10.0,1.0,48.5
2407,2,17.7,8.92,0.32,30.0
2283,5,15.9,11.07,0.45,9.6
1586,6,19.1,9.89,0.61,14.9
3067,2,10.2,8.46,0.71,39.2
708,1,16.6,7.34,0.61,58.8
1744,2,9.3,7.24,0.92,70.2
1457,2,11.5,9.45,0.51,36.7
2472,3,2.0,9.3,0.81,44.4
2047,3,12.5,9.53,0.61,31.4
590,5,10.8,9.45,0.54,33.3
2667,2,8.9,8.55,0.7,49.5
2139,3,7.4,6.56,0.77,54.7
1075,1,8.0,5.06,0.56,70.2
1555,5,21.6,9.06,0.6,29.8
890,0,8.4,5.04,0.58,80.3
1680,1,4.4,7.36,0.94,71.7
1905,3,12.4,9.64,0.72,37.1
1565,2,14.5,7.59,0.68,44.9
1484,3,10.5,7.02,0.15,41.7
671,2,13.3,5.48,0.65,65.4
2036,2,0.4,3.75,0.59,71.9
500,3,6.0,7.2,0.76,63.6
1821,1,11.6,9.08,0.69,41.8
540,2,3.0,6.87,0.88,85.7
1835,3,13.8,8.41,0.42,38.8
1795,3,7.8,7.91,0.62,48.2
2082,1,4.3,7.7,0.76,66.0
2403,1,10.9,5.87,0.87,73.9
2533,3,14.5,8.13,0.81,39.5
672,3,17.6,8.9,0.77,62.2
1759,4,15.9,9.83,0.49,24.3
3207,5,15.8,9.44,0.35,9.3
1883,1,15.7,9.09,0.79,45.5
1218,2,5.7,6.08,0.71,63.8
1744,1,2.9,6.47,1.0,79.8
1531,5,6.5,10.81,0.47,18.1
976,2,14.5,9.09,0.46,49.7
2408,4,9.1,10.02,0.76,30.8
2209,3,7.6,6.11,0.67,54.3
865,0,7.5,5.97,0.68,83.4
1734,2,6.3,5.87,0.46,55.4
1403,0,4.7,7.36,0.69,73.0
678,1,6.9,6.86,0.64,59.3
809,2,13.1,6.52,0.86,70.0
913,1,15.1,6.41,0.82,70.8
1759,1,5.2,6.98,0.79,64.2
1479,0,0.0,6.45,0.89,89.3
1128,3,14.0,8.76,0.66,43.0
1525,3,4.2,9.21,0.66,52.8
2323,6,14.0,11.63,0.49,8.9
2049,3,15.0,9.6,0.52,21.8
2501,1,15.4,7.18,0.8,56.7
1640,2,2.3,6.64,0.91,67.6
2921,4,16.4,11.35,0.58,14.5
2043,6,5.7,8.4,0.56,35.4
1457,3,9.3,8.25,0.69,48.6
1865,1,10.0,8.36,0.85,56.2
926,4,7.5,8.14,0.77,57.7
1585,1,11.0,9.13,0.84,59.2
2100,6,13.2,8.48,0.74,26.0
2228,1,9.1,8.37,0.71,52.8
1512,2,10.7,7.44,0.78,63.2
3713,4,12.7,10.85,0.5,1.6
1679,0,15.0,7.77,0.47,62.8
625,2,7.8,5.55,0.44,73.0
2649,4,9.3,10.63,0.42,14.9
2224,3,18.9,9.26,0.81,34.8
1962,1,7.1,5.14,0.86,73.1
1474,1,10.0,6.96,0.51,49.9
2075,2,14.6,9.3,0.96,47.3
2933,6,17.2,9.35,0.56,0.0
1941,8,16.8,8.48,0.36,1.8
770,3,6.5,6.37,0.57,61.2
500,2,0.0,7.24,0.66,78.2
2069,4,12.3,7.44,0.64,43.1
1109,1,10.1,9.39,0.58,54.9
1730,3,11.8,8.95,0.64,44.8
1233,1,12.9,8.07,0.74,64.4
1183,4,9.3,9.81,0.84,41.3
1264,1,10.5,5.06,0.91,72.9
1327,5,15.8,7.72,0.56,38.8
2343,2,11.9,8.49,0.85,52.0
2201,4,21.9,10.0,0.67,19.6
954,1,10.0,8.14,0.74,64.3
1049,1,3.0,6.27,0.59,71.5
2065,1,4.4,6.91,0.84,69.6
2536,3,16.9,10.09,0.76,24.2
2525,1,11.9,8.87,0.49,45.5
1097,2,10.0,6.19,0.6,64.3
2492,3,8.9,7.51,0.74,43.5
556,3,13.3,6.28,0.57,61.7
1657,3,12.5,10.03,0.91,50.7
2140,6,17.5,10.77,0.41,2.7
500,2,1.0,7.68,0.53,62.5
3264,4,11.5,9.49,0.74,22.7
2728,7,18.1,11.05,0.48,0.0
2252,5,12.0,9.57,0.47,16.9
1124,0,12.2,6.88,0.73,70.6
1752,2,14.2,6.37,0.79,60.8
2353,3,5.6,11.41,0.93,29.6
1014,3,17.5,9.28,0.78,50.2
1673,2,7.7,5.14,0.9,74.1
2437,2,13.8,9.22,0.71,45.4
753,2,11.5,8.21,0.75,70.3
2032,3,9.5,8.43,0.81,51.4
571,2,16.1,7.87,0.81,69.9
1139,2,16.3,4.57,0.84,78.9
1446,3,13.5,6.62,0.66,55.0
2159,3,15.4,8.87,0.49,35.9
1309,3,7.7,7.53,0.49,47.4
1887,4,20.9,8.7,0.61,32.7
1318,5,13.7,7.48,0.39,30.0
1428,2,11.1,6.92,0.66,59.2
2675,5,19.7,9.64,0.53,9.2
994,5,12.4,7.4,0.65,56.8
2331,1,2.1,6.93,1.0,80.4
1799,3,5.1,8.64,0.57,42.9
1397,1,5.5,7.26,0.68,63.7
947,2,16.9,7.79,0.65,54.9
997,3,21.5,7.49,0.65,52.9
1282,1,14.4,8.69,0.48,44.8
1694,4,10.4,9.63,0.62,36.6
2222,1,9.8,7.94,1.0,67.6
1589,0,6.2,4.76,1.0,96.3
1636,2,3.2,8.72,0.7,57.0
1741,2,7.0,7.14,0.84,63.4
2133,3,7.2,7.62,0.65,51.6
2251,4,4.2,9.87,0.64,41.0
829,1,7.7,7.15,0.85,75.6
1602,2,11.3,7.36,0.68,51.9
2659,2,9.1,7.98,0.93,49.6
878,4,11.6,8.63,0.35,39.0
1852,3,10.6,8.13,0.54,46.7
1680,1,3.2,5.21,0.8,79.3
1403,8,21.7,9.86,0.31,1.0
2913,4,6.1,9.58,0.48,17.4
1825,1,3.1,6.44,0.71,72.8
2857,4,21.2,10.17,0.3,3.4
1803,0,7.9,4.64,0.52,79.1
2122,1,0.0,5.6,0.51,61.0
1395,1,19.4,6.68,0.74,66.9
1403,4,17.7,9.4,0.54,29.4
2086,2,7.8,6.72,0.7,58.7
2099,3,15.3,7.41,0.62,37.9
2218,4,7.5,9.52,0.79,36.1
2063,6,10.7,8.63,0.4,25.3
864,2,7.2,6.49,0.76,69.8
1235,6,18.7,8.55,0.47,20.4
2394,5,20.1,8.51,0.61,20.9
500,4,12.3,8.5,0.3,42.0
2004,2,12.5,7.66,0.46,51.9
1721,4,14.3,7.33,0.62,38.1
2394,2,3.0,7.83,0.78,47.4
2091,2,0.0,8.22,0.32,48.3
1335,3,13.0,5.79,0.54,58.6
1303,3,12.4,7.03,0.5,53.5
1434,4,8.3,7.39,0.62,50.8
2206,3,6.2,10.19,0.84,38.4
500,0,6.7,6.6,0.77,88.7
1910,2,9.2,8.51,0.65,43.6
1181,2,7.5,9.99,0.57,45.1
1933,3,10.8,7.84,0.67,46.9
2041,5,3.4,8.08,0.94,48.3
636,4,6.5,6.41,0.71,68.5
1641,4,23.1,6.75,0.6,38.6
1908,4,23.8,8.41,0.38,18.4
1861,1,2.3,7.9,0.96,80.4
1714,0,14.2,7.42,0.86,77.4
945,3,13.7,10.45,0.72,31.8
1051,1,3.1,6.59,0.86,87.7
835,1,6.3,7.67,0.98,75.6
2187,0,13.4,7.4,0.63,70.0
1719,1,12.2,5.88,0.81,72.9
1763,4,15.8,9.31,0.8,37.6
606,2,8.6,7.26,0.63,60.3
1776,1,0.0,6.42,0.82,70.2
2243,1,12.4,5.87,0.61,61.5
510,2,11.1,7.95,0.68,65.1
1425,3,15.9,5.01,0.7,54.9
700,0,13.0,8.66,0.67,59.6
1505,1,0.0,7.09,0.57,64.4
1169,1,17.6,6.3,0.68,78.8
2066,1,9.4,8.83,0.9,54.7
1918,6,14.5,10.85,0.63,11.3
2704,9,9.7,10.64,0.69,0.0
1762,4,11.1,10.04,0.33,31.5
2036,2,10.5,7.41,0.71,66.5
1409,3,19.1,7.36,0.58,41.7
1027,3,6.5,7.88,0.52,52.3
2384,2,9.2,6.66,0.49,37.3
2670,3,9.0,10.13,0.74,32.2
2293,2,7.5,8.06,0.52,43.1
1891,7,13.7,10.42,0.54,13.7
1118,3,1.7,5.99,0.7,73.4
2599,3,11.9,6.81,0.71,44.3
2205,1,5.8,7.0,0.67,51.1
3217,5,15.8,10.22,0.78,13.9
991,0,13.8,8.12,1.0,69.1
2403,6,12.4,10.75,0.7,2.3
2184,1,7.1,6.92,0.56,57.1
1560,2,11.2,8.74,0.78,51.2
2754,4,11.2,9.23,0.6,21.5
2081,2,13.8,7.85,0.86,54.9
1144,2,15.9,5.74,0.65,64.2
1717,2,19.6,8.31,1.0,51.6
1135,4,9.6,7.93,0.63,48.5
1472,3,7.7,8.25,0.85,54.8
2292,2,14.8,7.89,0.63,44.6
2492,7,15.5,9.72,0.3,0.0
1954,1,8.6,7.59,0.6,52.0
1274,2,9.6,7.77,0.76,58.1
2067,2,16.8,8.22,0.93,43.6
2306,2,12.0,8.31,0.63,45.9
500,3,4.8,6.68,0.45,60.8
